route_distance_m,route_eta_sec,atm_count,bank_count,restaurant_count,pharmacy_count,cafe_count,shopping_mall_count,supermarket_count,hospital_count,police_count,bus_station_count,train_station_count,commercial_activity_score,emergency_presence_score,transport_activity_score,isolation_score,redzone_overlap_score,incident_density,avg_incident_severity,temporal_risk_score,nighttime_score,risk_probability
8597,885,3,2,1,1,0,1,1,0,0,0,0,3,0,0,94.0,0.848544,7.444457,5.988294,269.424544,0.507333,0.698367
8796,922,2,0,5,0,1,0,0,0,0,0,0,6,0,0,88.0,0.814725,7.389723,5.720118,55.200628,0.564872,0.732897
8978,1092,3,0,4,3,5,0,1,1,1,3,1,10,2,4,70.0,0.546729,6.683003,4.731954,48.249271,0.623561,0.505533
4132,447,1,0,6,2,1,0,2,3,0,3,1,9,3,4,70.0,0.132042,2.178122,3.465066,2.617587,0.344085,0.239865
11846,1236,2,1,4,0,4,0,1,1,0,1,0,9,1,1,78.5,0.558373,3.376667,3.156287,11.423748,0.37145,0.505115
8754,711,4,1,4,0,7,0,2,1,0,2,0,13,1,2,69.0,0.065548,2.855837,3.299661,3.091313,0.553654,0.338228
15000,1726,1,5,13,3,9,0,2,2,3,4,2,24,5,6,33.0,0.76721,7.466667,4.640786,40.790107,0.273912,0.583671
3044,406,0,1,5,2,1,0,1,2,1,0,0,7,3,0,80.0,0.068553,1.642576,1.915223,0.000981,0.128198,0.220033
5399,707,3,4,13,1,7,2,4,3,0,5,2,26,3,7,31.5,0.927848,8.890535,6.499228,33.103539,0.633975,0.652176
2800,423,2,2,8,0,6,0,0,0,0,3,0,14,0,3,67.5,0.904307,8.214286,5.745736,74.880231,0.995238,0.75103
7349,667,0,1,2,0,1,0,0,0,2,0,0,3,2,0,90.0,0.779311,8.164376,5.270784,78.210312,0.379346,0.656542
13367,1072,1,2,5,2,6,1,1,0,3,1,1,13,3,2,65.0,0.493877,2.917633,5.16267,11.912306,0.006324,0.416532
8186,1286,2,1,8,0,7,1,2,3,1,0,0,18,4,0,56.0,0.746653,5.130711,5.268175,27.712782,0.501948,0.578702
14896,1988,2,1,14,2,6,0,1,3,1,5,1,21,4,6,41.0,0.739084,5.907626,4.313127,38.295402,0.23464,0.462145
18000,1265,4,0,2,2,6,1,5,1,0,1,1,14,1,2,67.0,0.891735,6.0,5.732595,131.163158,0.880286,0.717951
14000,2544,6,3,30,1,13,4,10,2,1,10,1,57,3,11,0.0,0.647766,6.928571,4.542758,122.177722,0.963664,0.655676
5578,1035,0,0,10,1,6,3,1,0,2,3,1,20,2,4,50.0,0.100448,3.406239,3.132301,5.972209,0.376386,0.179211
3007,364,3,2,3,1,2,1,0,0,0,2,1,6,0,3,83.5,0.196986,3.990688,3.485959,7.430044,0.633095,0.407207
3981,525,0,2,5,0,3,0,0,2,0,0,0,8,2,0,80.0,0.063551,2.511932,2.756102,0.609436,0.25254,0.267589
6471,790,3,3,1,0,4,3,0,0,1,4,0,8,1,4,76.0,0.502444,2.781641,4.580083,11.469836,0.518797,0.459911
8603,1421,1,0,8,2,6,2,2,0,1,3,1,18,1,4,56.0,0.48399,3.254679,4.317024,17.884012,0.276097,0.404876
12361,1290,2,3,4,0,3,0,1,1,2,2,1,8,3,3,73.5,0.614568,4.934876,4.82769,23.255804,0.235306,0.470434
4248,539,2,1,2,1,5,0,1,0,0,2,0,8,0,2,81.0,0.315647,4.001883,4.984431,20.251204,0.602512,0.416547
4500,300,0,2,5,1,3,0,0,0,0,0,0,8,0,0,84.0,0.903817,7.333333,5.707955,42.586025,0.936161,0.689049
7923,495,2,0,9,0,3,0,2,1,1,5,0,14,2,5,60.5,0.456166,3.786445,4.746705,44.331163,0.948052,0.433761
6208,658,0,3,4,3,1,1,1,0,1,0,1,7,1,1,82.5,0.203181,3.221649,3.821183,12.595106,0.350553,0.402147
7850,832,1,1,10,0,6,0,0,1,1,1,2,16,2,3,59.5,0.385442,6.11465,5.452766,77.941377,0.959038,0.485933
13000,1745,3,3,11,1,8,1,1,3,0,3,1,21,3,4,46.0,0.144367,2.923077,3.421682,12.923313,0.40563,0.259163
6442,730,1,0,6,1,3,0,2,0,1,3,1,11,1,4,70.0,0.347797,4.036014,4.351913,10.990064,0.634978,0.428838
7015,730,2,0,2,1,2,1,1,0,1,1,0,6,1,1,84.5,0.221251,3.563792,3.646012,2.09099,0.195406,0.423259
16500,2176,2,1,9,3,8,4,4,3,3,1,0,25,6,1,36.5,0.648923,3.515152,4.95606,38.173331,0.227117,0.450807
5604,607,2,1,4,2,5,1,2,4,1,1,0,12,5,1,64.5,0.135706,2.498216,3.351421,4.420511,0.116917,0.241175
3697,508,4,0,10,0,6,0,4,0,1,1,1,20,1,2,55.0,0.626402,11.090073,5.067626,65.119377,0.60525,0.693994
8315,820,3,4,6,1,1,0,1,0,0,3,0,8,0,3,79.5,0.367464,4.690319,4.987244,23.096409,0.210393,0.419741
7792,953,3,0,12,0,6,1,0,2,6,5,2,19,8,7,35.5,0.197658,1.668378,3.496853,4.869082,0.486213,0.230181
4500,300,1,1,2,0,2,0,0,0,0,0,0,4,0,0,92.0,1.0,3.777778,5.87304,59.408961,0.581547,0.731678
7793,906,0,2,8,2,4,1,0,1,0,1,0,13,1,1,70.5,0.739379,5.646093,5.538825,31.31832,0.273985,0.567404
6009,704,3,3,0,1,3,0,3,1,0,1,0,6,1,1,84.5,0.596486,4.659677,4.241927,5.896226,0.037958,0.475106
9318,991,1,0,4,2,5,0,6,2,2,5,1,15,4,6,53.0,0.501068,6.117193,4.106577,13.960331,0.226845,0.411805
4644,359,2,0,4,2,4,0,0,0,0,0,0,8,0,0,84.0,0.513484,5.167959,5.266322,0.881155,0.093822,0.445322
11907,744,1,2,3,1,1,1,0,0,1,4,1,5,1,5,80.5,0.848913,5.039053,6.015041,51.711505,0.546412,0.672583
12539,1382,4,3,18,4,3,0,5,0,2,2,0,26,2,2,41.0,0.485546,5.104075,4.599458,24.94128,0.175707,0.453315
9842,1086,0,2,7,3,8,3,4,3,4,7,1,22,7,8,30.0,0.093082,1.422475,2.459794,3.473685,0.546193,0.169878
10414,1220,1,2,14,5,13,1,0,1,2,5,1,28,3,6,29.0,0.818049,7.105819,6.147121,315.462385,0.718066,0.660523
15444,1689,2,0,12,0,10,2,1,0,0,7,1,25,0,8,38.0,0.662087,3.949754,4.895124,31.993336,0.190967,0.498176
4666,818,0,1,10,3,8,1,2,1,0,2,1,21,1,3,51.5,0.799897,7.929704,5.157309,43.161657,0.345345,0.65689
7204,649,1,1,2,0,3,1,2,0,1,2,0,8,1,2,79.0,0.417792,4.7196,4.322019,29.961018,0.694255,0.421769
5402,745,2,0,15,2,5,1,2,0,0,5,2,23,0,7,43.5,0.913653,7.034432,7.65288,57.341438,0.938178,0.685115
3216,354,1,0,0,1,3,0,2,0,2,1,0,5,2,1,84.5,0.667364,6.218905,4.087145,10.477912,0.136747,0.436067
9038,885,1,3,5,0,3,0,1,0,0,2,1,9,0,3,77.5,0.601598,3.540606,3.746,4.002569,0.30388,0.478382
7309,759,3,1,3,1,1,1,2,0,1,3,1,7,1,4,78.0,0.654621,4.378164,4.13373,15.573085,0.229772,0.494258
4218,466,0,0,4,1,2,1,3,0,0,0,0,10,0,0,80.0,0.679006,4.978663,4.886985,21.960073,0.471877,0.534097
3610,435,2,0,8,0,0,0,1,0,0,1,0,9,0,1,80.5,0.2084,3.3241,2.865772,2.971278,0.705551,0.344368
8744,856,0,3,7,2,4,1,5,0,1,4,0,17,1,4,58.0,0.542973,4.002745,4.247025,16.54272,0.093667,0.430258
1500,300,0,0,3,0,2,1,0,0,0,2,0,6,0,2,85.0,0.07782,3.333333,2.902396,1.528864,0.415134,0.255135
11192,741,0,1,7,3,9,0,0,3,1,6,3,16,4,9,46.5,0.296179,3.395282,4.548614,31.789175,0.952063,0.421496
2988,346,1,0,5,1,0,0,0,0,1,0,0,5,1,0,88.0,0.549314,4.685408,5.032484,6.088842,0.061921,0.519628
9344,1059,1,0,5,2,5,2,3,0,0,1,0,15,0,1,68.5,0.698145,5.351027,4.800089,31.752949,0.567333,0.552668
5416,869,1,0,11,0,8,2,2,0,0,0,1,23,0,1,52.5,0.791489,8.493353,5.492263,146.245565,0.841055,0.718029
8793,587,0,0,5,1,1,2,2,1,0,1,0,10,1,1,76.5,0.883399,6.482429,6.223317,72.92199,0.994533,0.764137
2800,363,2,1,5,1,4,0,3,0,0,3,0,12,0,3,71.5,0.992811,12.142857,6.753401,95.822779,0.66475,0.830501
1980,300,0,0,3,1,1,0,1,1,0,1,1,5,1,2,85.0,0.10337,4.040404,2.809003,1.939169,0.064514,0.219499
16500,2027,4,3,6,1,7,2,3,0,0,5,0,18,0,5,56.5,0.587325,5.454545,4.784184,38.279884,0.385912,0.524651
3099,332,2,0,0,0,4,0,2,0,0,1,0,6,0,1,86.5,0.122004,5.485641,4.087716,0.856103,0.316437,0.329062
10165,660,1,0,6,2,3,0,2,0,0,0,0,11,0,0,78.0,1.0,7.870143,5.731984,102.072618,0.627247,0.713084
7163,1063,1,1,10,2,5,0,3,1,2,7,1,18,3,8,46.0,0.152037,1.535669,3.26264,0.338666,0.102007,0.193829
7237,594,0,1,4,1,1,1,0,0,0,1,1,6,0,2,85.0,1.0,7.599834,6.015994,205.770682,0.689928,0.74787
3216,365,1,0,3,2,2,1,0,2,0,1,0,6,2,1,82.5,0.353577,4.975124,2.947865,1.893078,0.010736,0.405749
5004,573,3,2,2,2,2,1,2,0,0,2,0,7,0,2,83.0,0.657613,5.795364,5.240992,19.066859,0.325722,0.486636
3564,382,0,0,2,0,4,1,0,0,0,1,1,7,0,2,83.0,0.52167,3.647587,4.276979,7.231341,0.261603,0.42205
6592,575,1,2,6,0,2,0,0,1,1,5,0,8,2,5,72.5,0.561591,6.371359,4.86601,10.929972,0.940175,0.594262
18000,1177,2,1,8,1,4,0,1,0,1,5,1,13,1,6,63.0,0.758183,8.166667,6.72665,159.224281,0.877391,0.727653
10386,1173,5,3,7,2,11,1,8,2,6,5,2,27,8,7,19.5,0.028601,1.636819,3.071423,3.647513,0.043976,0.099255
9190,597,0,1,7,1,2,1,2,0,0,0,0,12,0,0,76.0,0.90295,7.943417,6.081143,79.120616,0.807878,0.704696
4160,488,0,1,7,0,4,1,2,1,1,1,0,14,2,1,66.5,0.043959,1.682692,3.973213,0.020432,0.30084,0.209281
5650,740,1,0,7,2,2,1,0,0,1,1,1,10,1,2,75.0,0.515294,4.778761,4.379098,11.398198,0.599093,0.47251
15000,1707,2,1,12,3,10,3,2,3,3,3,1,27,6,4,28.0,0.744339,7.733333,5.100337,41.842299,0.265054,0.481374
6128,629,0,1,2,0,4,3,0,0,0,0,0,9,0,0,82.0,0.969557,8.322454,5.975614,18.245632,0.395809,0.720349
9672,1070,3,0,2,2,5,3,2,3,2,1,3,12,5,4,60.0,0.370865,4.032258,4.392243,17.814851,0.563522,0.450004
12892,1383,1,3,11,3,6,2,2,1,0,4,1,21,1,5,48.5,0.648373,4.421347,4.512089,38.508175,0.035606,0.475601
11480,772,0,0,2,0,1,0,1,1,1,0,1,4,2,1,86.5,0.81605,6.271777,5.690588,208.090848,0.656827,0.772455
2800,412,0,0,4,0,7,1,1,0,0,1,0,13,0,1,72.5,0.815505,11.428571,6.267176,57.618117,0.834349,0.756397
13908,1092,1,1,4,2,4,5,2,0,1,4,0,15,1,4,62.0,0.79631,6.830601,6.351352,237.183145,0.900615,0.660318
5425,923,2,0,1,2,4,2,1,2,0,1,0,8,2,1,78.5,0.121508,1.474654,1.863342,0.229011,0.493716,0.188472
2600,395,0,1,3,1,2,0,1,0,0,1,0,6,0,1,86.5,0.47096,4.615385,4.916929,11.938223,0.356572,0.479309
2350,407,1,1,1,0,3,1,2,1,0,2,0,7,1,2,81.0,0.142743,3.404255,3.135211,1.913464,0.242394,0.234517
6600,435,3,0,5,0,2,1,1,0,2,1,0,9,2,1,76.5,0.992427,7.727273,7.102636,65.599591,0.686946,0.78524
3311,482,0,2,6,1,3,0,1,1,1,1,1,10,2,2,73.0,0.136394,3.322259,3.644122,5.657648,0.594902,0.295616
6001,618,0,2,7,2,5,0,2,2,3,6,1,14,5,7,51.5,0.189966,2.9995,3.288125,7.209005,0.550512,0.312519
4598,611,1,0,9,1,8,0,0,2,0,1,2,17,2,3,57.5,0.865125,8.264463,5.527755,108.753803,0.583441,0.708282
11720,888,0,1,4,1,1,2,0,2,1,0,0,7,3,0,80.0,0.808858,9.300341,5.178823,49.254303,0.645569,0.79596
5687,991,2,0,6,2,9,1,0,1,2,3,1,16,3,4,56.0,0.0,2.813434,2.845378,2.564539,0.471228,0.183172
11215,804,0,0,6,1,4,0,2,1,0,1,0,12,1,1,72.5,0.863443,7.579135,6.631422,57.224561,0.720247,0.751136
3243,300,0,0,3,0,2,0,1,0,0,1,1,6,0,2,85.0,0.383206,5.24206,3.274599,5.220947,0.014162,0.4261
13059,924,7,3,5,0,4,0,6,1,1,1,0,15,2,1,64.5,0.815395,5.972892,5.708458,139.179448,0.656082,0.702712
8777,1112,2,1,7,1,4,0,3,0,2,6,0,14,2,6,59.0,0.450936,3.987695,5.106149,17.62525,0.402786,0.408882
7375,625,1,2,4,0,6,1,1,0,0,3,2,12,0,5,68.5,0.793867,5.423729,4.775811,42.490977,0.232871,0.582252
5275,565,2,1,3,0,0,0,1,0,0,2,0,4,0,2,89.0,0.716198,5.118483,4.752214,37.977111,0.198489,0.595776
18000,1125,2,2,5,1,3,1,2,0,0,4,0,11,0,4,72.0,0.871568,6.111111,6.216487,81.432332,0.828354,0.726993
11174,732,1,2,6,1,4,1,2,0,0,0,0,13,0,0,74.0,0.935636,7.606945,5.807563,180.371572,0.669884,0.753459
6490,996,0,1,12,2,8,0,1,0,1,3,3,21,1,6,47.0,0.027241,2.157165,3.49783,1.292757,0.338595,0.263954
2092,300,0,1,2,0,0,0,1,0,0,0,0,3,0,0,94.0,0.26315,1.434034,2.441716,0.049166,0.469704,0.347818
3055,386,3,0,2,0,0,0,0,0,0,3,0,2,0,3,91.5,0.426134,4.255319,4.007737,5.131159,0.329022,0.438748
5773,406,3,0,5,0,2,0,0,0,0,1,0,7,0,1,84.5,0.954695,5.543045,6.387117,128.278888,0.794883,0.760495
5369,417,0,0,2,1,3,1,1,0,0,1,0,7,0,1,84.5,0.844385,5.587633,6.738691,153.402922,0.642797,0.725732
12519,782,1,1,2,0,3,0,0,0,1,1,0,5,1,1,86.5,0.809089,5.831137,5.970609,40.059391,0.738364,0.702699
7971,1020,1,1,12,4,7,2,1,1,2,6,0,22,3,6,41.0,0.073561,2.509095,2.789373,2.622128,0.828243,0.264022
10458,893,1,2,13,0,5,0,3,1,2,4,0,21,3,4,46.0,0.043505,2.772997,3.536307,3.927038,0.529631,0.269034
4002,502,0,0,5,2,3,1,0,1,0,2,0,9,1,2,77.0,0.240951,2.998501,3.035969,3.456716,0.155134,0.260529
7771,1118,1,0,4,1,6,1,3,2,0,4,1,14,2,5,60.5,0.832365,4.503925,5.156617,11.905313,0.242349,0.532674
4969,584,1,1,7,1,4,0,2,1,0,0,0,13,1,0,72.0,0.152552,3.421212,3.490761,8.469181,0.418455,0.348175
11213,700,1,1,5,3,8,0,3,0,1,1,1,16,1,2,63.0,0.777508,6.510301,6.22334,311.138813,0.821255,0.654222
7713,1045,0,0,6,2,8,0,2,1,1,3,1,16,2,4,58.0,0.665633,3.759886,5.26616,14.784175,0.286403,0.483775
6704,1016,4,2,5,0,4,1,2,1,0,1,0,12,1,1,72.5,0.512228,5.668258,4.891189,20.834501,0.221093,0.582658
2800,397,0,1,7,0,6,0,0,0,0,1,0,13,0,1,72.5,1.0,9.285714,6.317133,114.656166,0.733635,0.774856
2232,300,0,0,0,0,0,0,0,0,1,5,0,0,1,5,90.5,0.18842,2.688172,2.328777,0.351079,0.616659,0.303471
5553,942,2,1,8,2,7,0,1,1,2,1,0,16,3,1,60.5,0.263948,1.620746,2.943842,0.188401,0.210539,0.198623
8601,1044,4,1,6,3,5,2,4,3,1,7,2,17,4,9,44.5,0.12129,2.790373,3.161605,5.411627,0.033676,0.189853
7801,544,1,2,3,2,0,0,0,2,1,0,0,3,3,0,88.0,0.909124,8.204076,5.105457,199.334022,0.689853,0.711821
5128,547,1,1,6,3,4,1,1,2,2,4,1,12,4,5,60.5,0.580171,6.24025,5.965717,111.770114,0.998946,0.632049
11170,1303,3,0,5,2,7,1,1,0,4,2,0,14,4,2,61.0,0.446804,3.670546,3.795248,11.594029,0.357741,0.425899
5050,691,5,1,8,2,10,2,0,2,2,2,0,20,4,2,49.0,0.947431,8.118812,6.438967,173.772844,0.677386,0.732785
2800,300,1,2,14,1,6,2,0,0,0,1,0,22,0,1,54.5,0.971176,7.142857,5.599154,69.900131,0.969826,0.666641
9573,1033,1,1,3,1,5,2,2,1,0,1,0,12,1,1,72.5,0.652436,4.805181,4.81986,17.678147,0.367996,0.568679
5055,820,0,1,4,1,5,0,1,0,1,2,0,10,1,2,75.0,0.348569,4.549951,4.556768,8.003438,0.474276,0.434735
4219,564,2,0,4,2,2,2,2,0,0,7,1,10,0,8,68.0,0.698197,4.503437,3.384821,11.295702,0.350418,0.467126
6791,637,0,2,9,1,2,0,3,0,0,1,0,14,0,1,70.5,0.675822,4.417612,5.305973,4.97233,0.143585,0.489211
4261,421,1,0,5,0,1,1,1,0,0,4,0,8,0,4,78.0,0.167944,1.173433,3.856188,0.209197,0.432976,0.200016
9458,591,0,0,5,0,1,0,1,1,1,1,0,7,2,1,80.5,0.796075,6.238105,6.825935,43.041934,0.999332,0.744346
8235,899,5,2,7,2,8,0,3,1,1,3,3,18,2,6,51.0,0.162113,2.064359,4.644138,12.055703,0.353204,0.283258
5465,665,0,1,2,1,4,0,3,0,1,3,0,9,1,3,75.5,0.69886,6.404392,4.104191,23.253814,0.505997,0.623443
3159,300,0,0,3,0,2,0,1,1,0,2,0,6,1,2,83.0,0.489402,4.748338,3.733401,10.721487,0.115056,0.423053
8708,915,1,0,2,0,0,0,0,2,1,3,1,2,3,4,84.0,0.76066,7.579237,5.471514,37.121427,0.562863,0.680201
8959,1631,3,2,8,0,3,1,4,0,0,4,2,16,0,6,59.0,0.603387,3.683447,4.323584,5.403436,0.240522,0.4021
11000,2136,7,2,9,2,8,0,6,4,4,5,1,23,8,6,29.0,0.137935,2.818182,3.25413,11.1059,0.410994,0.239026
16016,1128,2,2,4,0,1,1,2,0,0,1,0,8,0,1,82.5,0.79697,6.181319,6.342743,334.394124,0.743901,0.679368
10566,1541,7,1,17,1,15,2,4,1,0,7,1,38,1,8,10.0,0.922286,9.653606,6.861407,212.256599,0.807437,0.701017
2600,300,0,0,2,0,0,0,1,1,0,2,0,3,1,2,89.0,0.600781,6.153846,3.835707,2.179483,0.309921,0.431124
5019,541,0,0,4,1,1,1,2,0,0,2,0,8,0,2,81.0,0.200065,3.187886,3.219536,4.984688,0.676954,0.284036
8708,544,0,0,2,1,0,0,0,0,1,1,1,2,1,2,91.0,0.863552,6.316031,6.873027,237.239857,0.997275,0.783044
6425,401,0,1,4,1,1,0,0,1,0,1,0,5,1,1,86.5,0.960488,8.404669,7.061556,103.682169,0.961554,0.801535
10902,689,0,1,1,1,3,0,3,0,0,1,1,7,0,2,83.0,0.864918,6.696019,5.588231,207.078074,0.949438,0.741313
7814,874,3,2,10,0,7,1,5,1,2,4,1,23,3,5,40.5,0.189421,3.07141,3.261923,10.359842,0.808128,0.294871
15000,1693,7,3,15,2,11,1,4,0,0,13,2,31,0,15,15.5,0.687788,6.333333,4.707171,100.74862,0.893305,0.500645
3798,655,1,1,6,1,5,2,2,1,0,1,0,15,1,1,66.5,0.865985,5.792522,6.875903,47.826202,0.877887,0.683331
6705,784,1,0,3,0,2,2,3,0,1,2,0,10,1,2,75.0,0.696464,6.711409,4.6785,13.019876,0.510869,0.618786
8434,527,0,1,10,0,1,0,3,0,0,1,1,14,0,2,69.0,0.979536,9.485416,6.208372,363.896592,0.906285,0.823775
11518,1335,3,0,4,3,5,2,2,0,1,1,1,13,1,2,69.0,0.838122,6.077444,6.707264,186.654134,0.598553,0.632591
3368,505,1,1,7,0,5,1,2,1,0,2,0,15,1,2,65.0,0.637019,4.750594,5.33143,19.881461,0.377187,0.534393
13000,1663,4,2,12,0,4,1,4,1,4,10,2,21,5,12,30.0,0.144092,2.307692,2.399653,6.990635,0.311182,0.123072
7358,902,3,2,4,3,1,1,1,1,0,5,0,7,1,5,76.5,0.577941,4.484914,4.965337,55.409848,0.620843,0.490574
13905,1158,4,1,8,1,5,2,3,2,1,3,1,18,3,4,52.0,0.635728,4.890327,5.14322,111.241958,0.909707,0.520261
5947,469,0,1,2,1,2,0,1,0,0,2,0,5,0,2,87.0,0.361195,3.699344,4.490853,8.110311,0.004459,0.434269
8450,659,2,3,5,0,7,0,5,2,0,5,2,17,2,7,51.5,0.624384,8.402367,4.414621,114.43152,0.992228,0.496076
4530,609,1,2,7,0,3,1,1,0,0,3,2,12,0,5,68.5,0.245764,1.324503,2.148132,1.18217,0.116296,0.191131
6934,859,2,0,4,2,2,0,1,2,0,1,0,7,2,1,80.5,0.76467,5.336025,5.262669,31.520045,0.253823,0.566911
5382,651,3,1,7,1,6,1,1,0,0,6,1,15,0,7,59.5,0.875177,9.661836,5.496634,185.388607,0.687931,0.688188
11000,1428,3,3,9,4,12,0,5,5,2,8,0,26,7,8,22.0,0.377946,2.636364,3.558121,1.375884,0.020328,0.188037
4861,545,3,1,4,4,6,0,1,2,4,2,0,11,6,2,63.0,0.336837,4.320099,3.440194,1.584844,0.302171,0.336381
5297,545,2,2,3,1,4,1,1,0,2,1,1,9,2,2,75.0,0.539248,4.908439,4.178273,11.361348,0.253244,0.441096
8952,1662,3,0,8,1,11,1,6,1,1,7,2,26,2,9,30.5,0.113221,2.680965,3.29606,6.305516,0.581696,0.23692
5096,778,3,0,8,3,7,2,1,0,2,3,0,18,2,3,55.5,0.065508,1.373626,2.908314,0.729331,0.144547,0.207573
16356,1022,1,0,7,0,3,0,2,0,0,7,1,12,0,8,64.0,0.781496,6.113964,6.444311,145.017602,0.864733,0.711253
10050,1246,5,1,11,3,8,1,2,5,0,5,1,22,5,6,37.0,0.179693,2.985075,3.058273,3.191455,0.221893,0.223185
2142,300,1,0,5,1,3,0,1,0,0,1,0,9,0,1,80.5,0.067005,2.334267,3.075952,2.796478,0.517531,0.295001
4305,641,1,0,5,1,3,2,2,1,0,4,1,12,1,5,66.5,0.143447,3.484321,3.257039,0.345858,0.389285,0.231472
3683,367,1,0,6,0,5,0,0,0,1,2,1,11,1,3,71.5,0.401328,7.33098,4.398096,6.715985,0.211227,0.45359
11912,1656,2,1,11,2,9,2,0,0,3,1,2,22,3,3,45.5,0.494163,4.952989,5.085242,19.882935,0.503192,0.530176
4949,329,0,0,1,0,1,0,0,0,1,0,0,2,1,0,94.0,0.949309,7.476258,6.051823,77.713309,0.731487,0.834559
12361,1514,2,1,21,4,18,2,7,2,3,2,0,48,5,2,0.0,0.923597,8.818057,6.766358,466.95615,0.975821,0.680211
15000,2190,3,6,9,1,4,2,3,0,1,3,0,18,1,3,57.5,0.51316,4.0,4.076361,14.515647,0.231621,0.439592
8805,677,0,1,3,0,3,0,1,0,0,0,0,7,0,0,86.0,0.895887,6.019307,7.06458,94.844499,0.719368,0.703326
11564,1610,1,0,6,0,4,1,2,1,2,4,5,13,3,9,54.5,0.635707,5.015566,3.80611,20.725342,0.208097,0.462839
9799,789,3,1,6,1,5,2,5,3,0,3,1,18,3,4,52.0,0.580929,5.612818,5.470015,31.214746,0.684218,0.548605
13397,961,3,0,5,0,3,0,3,1,1,1,0,11,2,1,72.5,0.567855,5.523625,5.021391,15.979688,0.279842,0.51095
2600,333,0,0,3,0,4,1,2,0,0,5,0,10,0,5,72.5,0.530836,4.230769,4.476703,3.266772,0.393157,0.411508
6697,717,4,2,9,3,11,0,2,0,1,4,1,22,1,5,46.5,0.863717,8.212633,6.019839,229.604683,0.820326,0.751448
5643,352,1,0,5,0,0,2,0,0,0,0,0,7,0,0,86.0,0.938295,6.202375,6.391281,22.40493,0.956253,0.731162
16500,1678,3,1,7,1,8,1,7,3,0,4,0,23,3,4,42.0,0.476698,5.818182,4.350147,17.474903,0.134717,0.498418
6673,1062,3,1,8,2,1,0,3,1,0,4,0,12,1,4,68.0,0.665226,5.544733,5.092516,63.835693,0.519159,0.588399
1500,300,0,1,3,1,0,0,1,0,0,1,1,4,0,2,89.0,0.088787,2.666667,2.911741,1.2e-05,0.431779,0.291952
6715,571,0,1,5,1,2,1,2,1,2,2,0,10,3,2,71.0,0.491124,6.403574,3.180083,9.42863,0.242981,0.472993
5012,772,0,0,5,3,3,1,3,1,0,2,1,12,1,3,69.5,0.109788,1.995211,2.457924,1.455147,0.102437,0.212059
5859,928,4,3,5,1,6,0,2,2,1,3,0,13,3,3,63.5,0.431817,2.901519,4.411993,3.417186,0.519895,0.401719
13005,870,1,0,4,0,1,0,0,0,0,1,1,5,0,2,87.0,0.775789,6.382161,6.154522,63.213354,0.807343,0.673924
5547,844,0,1,6,1,1,1,1,1,0,1,0,9,1,1,78.5,0.327286,3.78583,5.14049,9.838148,0.509464,0.415058
4500,327,0,1,2,0,0,1,1,0,0,1,0,4,0,1,90.5,0.882552,7.555556,5.953256,63.538874,0.734249,0.742339
4745,759,4,0,7,4,8,1,1,0,1,2,1,17,1,3,59.5,0.426369,2.31823,4.002171,6.051455,0.530964,0.323966
4300,372,2,1,4,2,6,0,0,0,0,3,0,10,0,3,75.5,0.619331,6.511628,4.461281,17.416854,0.094617,0.566158
15651,1139,0,0,7,0,2,0,0,0,0,0,0,9,0,0,82.0,0.963525,6.006006,6.114085,349.849547,0.731216,0.773015
7773,725,0,0,2,1,2,0,2,0,0,1,0,6,0,1,86.5,1.0,9.134182,6.53656,79.04596,0.53023,0.750309
8476,800,0,0,2,0,2,1,1,0,1,0,0,6,1,0,86.0,0.774843,6.25295,5.047746,36.533088,0.274444,0.76161
2800,595,0,2,8,3,5,0,2,0,0,2,1,15,0,3,65.5,0.828132,8.928571,5.0494,39.252294,0.52762,0.653582
10302,1008,3,2,4,1,7,1,0,1,0,9,2,12,1,11,57.5,0.441242,4.076878,4.731179,16.112498,0.831682,0.457717
10715,1785,5,3,7,2,10,1,4,1,1,2,0,22,2,2,49.0,0.429845,6.346244,4.611898,18.91366,0.59516,0.472068
7086,1052,4,2,8,1,7,3,4,1,4,4,2,22,5,6,37.0,0.193496,1.834603,2.821899,0.275626,0.626981,0.228625
5637,678,1,1,11,2,4,1,0,3,0,3,0,16,3,3,57.5,0.959975,7.98297,5.924771,57.168558,0.614962,0.725876
4520,593,3,0,4,0,5,0,3,3,1,0,2,12,4,2,65.0,0.191347,1.769912,3.124728,0.403351,0.160683,0.21681
4630,300,1,0,4,0,0,0,1,0,0,2,0,5,0,2,87.0,0.863996,8.423326,7.018228,37.27388,0.741329,0.700381
14819,1656,3,0,8,1,11,0,4,0,0,5,1,23,0,6,45.0,0.595398,2.631757,4.397296,19.642506,0.477339,0.412796
6181,776,3,0,8,2,7,1,1,0,1,4,2,17,1,6,55.0,0.095632,2.426792,2.632489,2.304657,0.43509,0.205358
5232,671,1,0,3,0,2,0,0,0,0,1,0,5,0,1,88.5,0.635846,4.778287,4.499016,31.057371,0.504859,0.549036
1500,300,0,0,4,0,2,0,2,0,0,1,0,8,0,1,82.5,0.396253,0.666667,3.877653,0.0,0.555903,0.259439
7869,829,1,1,3,0,2,0,2,0,1,1,0,7,1,1,82.5,0.88794,5.718643,5.184104,27.758596,0.376276,0.705856
7379,886,3,2,10,3,10,1,6,3,0,5,0,27,3,5,32.5,0.17321,2.981434,2.755094,7.805653,0.768737,0.228581
